name,Phylogeny model,k,Accuracy
44,Camin-Sokal(2),0.8,0.132662526499
45,Camin-Sokal(2),0.8,3.32137809061e-17
46,Camin-Sokal(2),0.8,0.00843855933165
47,Camin-Sokal(2),0.8,0.0538292569304
48,Camin-Sokal(2),0.8,0.0411083356121
49,Camin-Sokal(2),0.8,0.169654882724
50,Camin-Sokal(2),0.8,0.00973739296811
51,Camin-Sokal(2),0.8,3.20394816212e-17
52,Camin-Sokal(2),0.8,0.0116137081776
53,Camin-Sokal(2),0.8,0.0148864351737
54,Camin-Sokal(2),0.8,0.076552404638
55,Camin-Sokal(2),0.8,3.7253367934e-17
56,Camin-Sokal(2),0.8,0.0540205084151
57,Camin-Sokal(2),0.8,0.142738333221
58,Camin-Sokal(2),0.8,3.6120264824e-15
59,Camin-Sokal(2),0.8,0.0328594754905
60,Camin-Sokal(2),0.8,1.74366992654e-15
61,Camin-Sokal(2),0.8,0.0301887354027
62,Camin-Sokal(2),0.8,1.24467456202e-16
63,Camin-Sokal(2),0.8,1.40949575955e-16
64,Camin-Sokal(2),0.8,0.0459049864813
65,Camin-Sokal(2),0.8,2.04488422216e-15
66,Camin-Sokal(2),0.8,0.0
67,Camin-Sokal(2),0.8,9.36731191504e-17
68,Camin-Sokal(2),0.8,0.00119904424151
69,Camin-Sokal(2),0.8,2.45462744307e-17
70,Camin-Sokal(2),0.8,5.25761985012e-17
71,Camin-Sokal(2),0.8,0.0
72,Camin-Sokal(2),0.8,0.0834878113043
73,Camin-Sokal(2),0.8,7.93487409516e-16
74,Camin-Sokal(2),0.8,0.0112193809032
75,Camin-Sokal(2),0.8,7.82992177405e-16
76,Camin-Sokal(2),0.8,0.04833748286
77,Camin-Sokal(2),0.8,0.123100802901
78,Camin-Sokal(2),0.8,0.0702812997847
79,Camin-Sokal(2),0.8,0.0
80,Camin-Sokal(2),0.8,8.74495259211e-17
81,Camin-Sokal(2),0.8,0.0856684397167
82,Camin-Sokal(2),0.8,0.13601343695
83,Camin-Sokal(2),0.8,7.7017197801e-17
84,Camin-Sokal(2),0.8,0.0535057126021
85,Camin-Sokal(2),0.8,3.83085980332e-17
86,Camin-Sokal(2),0.8,1.28937463156e-16
87,Camin-Sokal(2),0.8,0.129673584315
88,Camin-Sokal(2),0.8,2.09882953138e-17
89,Camin-Sokal(2),0.8,0.0526277002989
90,Camin-Sokal(2),0.8,0.237944341685
91,Camin-Sokal(2),0.8,0.0679136854556
92,Camin-Sokal(2),0.8,0.048727041155
93,Camin-Sokal(2),0.8,0.0269935348834
94,Camin-Sokal(2),0.8,0.0
95,Camin-Sokal(2),0.8,1.13152053641e-16
96,Camin-Sokal(2),0.8,7.08527856988e-17
97,Camin-Sokal(2),0.8,0.0494929272824
98,Camin-Sokal(2),0.8,0.0469295758467
99,Camin-Sokal(2),0.8,0.11083793744
0,Camin-Sokal(2),0.6,0.10918216276
1,Camin-Sokal(2),0.6,1.41915844853e-16
2,Camin-Sokal(2),0.6,0.0106110098894
3,Camin-Sokal(2),0.6,0.0763626061484
4,Camin-Sokal(2),0.6,0.0737673036049
5,Camin-Sokal(2),0.6,0.0416741948034
6,Camin-Sokal(2),0.6,1.28135877202e-16
7,Camin-Sokal(2),0.6,0.158812431831
8,Camin-Sokal(2),0.6,5.57126812792e-17
9,Camin-Sokal(2),0.6,0.0
10,Camin-Sokal(2),0.6,0.0
11,Camin-Sokal(2),0.6,0.142222397807
12,Camin-Sokal(2),0.6,1.16362854467e-16
13,Camin-Sokal(2),0.6,0.0197286188807
14,Camin-Sokal(2),0.6,0.0
15,Camin-Sokal(2),0.6,0.117497674351
16,Camin-Sokal(2),0.6,0.0460126734906
17,Camin-Sokal(2),0.6,0.198742768259
18,Camin-Sokal(2),0.6,0.0728997929554
19,Camin-Sokal(2),0.6,0.113490414209
20,Camin-Sokal(2),0.6,0.013535035157
21,Camin-Sokal(2),0.6,1.94316973349e-16
22,Camin-Sokal(2),0.6,0.270621479288
23,Camin-Sokal(2),0.6,0.0
24,Camin-Sokal(2),0.6,0.0236633415187
25,Camin-Sokal(2),0.6,0.0754876357144
26,Camin-Sokal(2),0.6,0.131958500865
27,Camin-Sokal(2),0.6,0.182357106741
28,Camin-Sokal(2),0.6,0.0460181533238
29,Camin-Sokal(2),0.6,0.0
30,Camin-Sokal(2),0.6,5.71610896738e-16
31,Camin-Sokal(2),0.6,0.115852514119
32,Camin-Sokal(2),0.6,0.220060257336
33,Camin-Sokal(2),0.6,0.0
34,Camin-Sokal(2),0.6,0.076050310858
35,Camin-Sokal(2),0.6,0.00254394834047
36,Camin-Sokal(2),0.6,0.0
37,Camin-Sokal(2),0.6,0.0
38,Camin-Sokal(2),0.6,1.98433472518e-15
39,Camin-Sokal(2),0.6,0.154708244818
40,Camin-Sokal(2),0.6,0.127588287594
41,Camin-Sokal(2),0.6,1.01557097555e-16
42,Camin-Sokal(2),0.6,0.123687242883
43,Camin-Sokal(2),0.6,3.8910292627e-17
44,Camin-Sokal(2),0.6,0.169215047856
45,Camin-Sokal(2),0.6,0.0
46,Camin-Sokal(2),0.6,0.111829175344
47,Camin-Sokal(2),0.6,0.0538292569304
48,Camin-Sokal(2),0.6,0.0411083356121
49,Camin-Sokal(2),0.6,0.19725145713
50,Camin-Sokal(2),0.6,0.102610653399
51,Camin-Sokal(2),0.6,2.5631585297e-16
52,Camin-Sokal(2),0.6,0.0116137081776
53,Camin-Sokal(2),0.6,0.0148864351737
54,Camin-Sokal(2),0.6,0.090686696881
55,Camin-Sokal(2),0.6,0.0504323937646
56,Camin-Sokal(2),0.6,0.0540205084151
57,Camin-Sokal(2),0.6,0.198950884727
58,Camin-Sokal(2),0.6,8.42531097354e-16
59,Camin-Sokal(2),0.6,0.153327269014
60,Camin-Sokal(2),0.6,1.52339392027e-16
61,Camin-Sokal(2),0.6,0.0652799775272
62,Camin-Sokal(2),0.6,3.44383758943e-17
63,Camin-Sokal(2),0.6,4.1307546038e-17
64,Camin-Sokal(2),0.6,0.153235971826
65,Camin-Sokal(2),0.6,1.36174292455e-15
66,Camin-Sokal(2),0.6,1.19663303788e-15
67,Camin-Sokal(2),0.6,1.71705663636e-15
68,Camin-Sokal(2),0.6,0.0480722176145
69,Camin-Sokal(2),0.6,0.0
70,Camin-Sokal(2),0.6,0.0
71,Camin-Sokal(2),0.6,2.33400680428e-16
72,Camin-Sokal(2),0.6,0.192807645132
73,Camin-Sokal(2),0.6,0.077732903104
74,Camin-Sokal(2),0.6,0.120553790108
75,Camin-Sokal(2),0.6,8.96341002287e-17
76,Camin-Sokal(2),0.6,0.120958618382
77,Camin-Sokal(2),0.6,0.130197333692
78,Camin-Sokal(2),0.6,0.129519674485
79,Camin-Sokal(2),0.6,8.88146319605e-17
80,Camin-Sokal(2),0.6,7.57335109966e-17
81,Camin-Sokal(2),0.6,0.109614421552
82,Camin-Sokal(2),0.6,0.152321018853
83,Camin-Sokal(2),0.6,2.34238662486e-16
84,Camin-Sokal(2),0.6,0.0535057126021
85,Camin-Sokal(2),0.6,0.0895292180822
86,Camin-Sokal(2),0.6,1.54531911476e-16
87,Camin-Sokal(2),0.6,0.129673584315
88,Camin-Sokal(2),0.6,0.0
89,Camin-Sokal(2),0.6,0.12374791759
90,Camin-Sokal(2),0.6,0.24547481895
91,Camin-Sokal(2),0.6,0.109895772969
92,Camin-Sokal(2),0.6,0.0494646929043
93,Camin-Sokal(2),0.6,0.0269935348834
94,Camin-Sokal(2),0.6,8.01064759146e-17
95,Camin-Sokal(2),0.6,6.9967226395e-17
96,Camin-Sokal(2),0.6,8.85659821235e-18
97,Camin-Sokal(2),0.6,0.0494929272824
98,Camin-Sokal(2),0.6,0.0469295758467
99,Camin-Sokal(2),0.6,0.133161431204
0,Camin-Sokal(2),0.4,0.114667717986
1,Camin-Sokal(2),0.4,0.122639302476
2,Camin-Sokal(2),0.4,0.14199407432
3,Camin-Sokal(2),0.4,0.221958991879
4,Camin-Sokal(2),0.4,0.17694176342
5,Camin-Sokal(2),0.4,0.228683122691
6,Camin-Sokal(2),0.4,3.55384981137e-17
7,Camin-Sokal(2),0.4,0.247232985963
8,Camin-Sokal(2),0.4,0.198284139721
9,Camin-Sokal(2),0.4,0.161256586907
10,Camin-Sokal(2),0.4,0.161558494319
11,Camin-Sokal(2),0.4,0.187418242787
12,Camin-Sokal(2),0.4,0.235379842375
13,Camin-Sokal(2),0.4,0.0805512962683
14,Camin-Sokal(2),0.4,8.35770368024e-16
15,Camin-Sokal(2),0.4,0.1234273956
16,Camin-Sokal(2),0.4,0.111849178769
17,Camin-Sokal(2),0.4,0.220189666015
18,Camin-Sokal(2),0.4,0.129669963738
19,Camin-Sokal(2),0.4,0.189709272652
20,Camin-Sokal(2),0.4,0.143424855517
21,Camin-Sokal(2),0.4,0.0
22,Camin-Sokal(2),0.4,0.295550336427
23,Camin-Sokal(2),0.4,0.171549327769
24,Camin-Sokal(2),0.4,0.211719869064
25,Camin-Sokal(2),0.4,0.169930481645
26,Camin-Sokal(2),0.4,0.303740577527
27,Camin-Sokal(2),0.4,0.226267685989
28,Camin-Sokal(2),0.4,0.148777169615
29,Camin-Sokal(2),0.4,0.117614945358
30,Camin-Sokal(2),0.4,0.203037216362
31,Camin-Sokal(2),0.4,0.353642962946
32,Camin-Sokal(2),0.4,0.302235880548
33,Camin-Sokal(2),0.4,0.136382676107
34,Camin-Sokal(2),0.4,0.136184978564
35,Camin-Sokal(2),0.4,0.137175116578
36,Camin-Sokal(2),0.4,1.87723701058e-16
37,Camin-Sokal(2),0.4,0.219920692798
38,Camin-Sokal(2),0.4,0.269828449534
39,Camin-Sokal(2),0.4,0.318531573509
40,Camin-Sokal(2),0.4,0.197151226122
41,Camin-Sokal(2),0.4,0.146070545959
42,Camin-Sokal(2),0.4,0.251600681969
43,Camin-Sokal(2),0.4,0.117033542681
44,Camin-Sokal(2),0.4,0.216092393807
45,Camin-Sokal(2),0.4,0.103955434161
46,Camin-Sokal(2),0.4,0.246008175243
47,Camin-Sokal(2),0.4,0.182335126754
48,Camin-Sokal(2),0.4,0.0411083356121
49,Camin-Sokal(2),0.4,0.279076159182
50,Camin-Sokal(2),0.4,0.197118763348
51,Camin-Sokal(2),0.4,0.184147541584
52,Camin-Sokal(2),0.4,0.208385756091
53,Camin-Sokal(2),0.4,0.0148864351737
54,Camin-Sokal(2),0.4,0.202714425263
55,Camin-Sokal(2),0.4,0.12117461222
56,Camin-Sokal(2),0.4,0.0835115412361
57,Camin-Sokal(2),0.4,0.318165692502
58,Camin-Sokal(2),0.4,6.80217952072e-16
59,Camin-Sokal(2),0.4,0.276926478659
60,Camin-Sokal(2),0.4,6.06333442402e-17
61,Camin-Sokal(2),0.4,0.153827298959
62,Camin-Sokal(2),0.4,0.157831881398
63,Camin-Sokal(2),0.4,0.121399671755
64,Camin-Sokal(2),0.4,0.266849497748
65,Camin-Sokal(2),0.4,0.165939067525
66,Camin-Sokal(2),0.4,7.05977541895e-17
67,Camin-Sokal(2),0.4,0.0780214865843
68,Camin-Sokal(2),0.4,0.213996904677
69,Camin-Sokal(2),0.4,0.106825326642
70,Camin-Sokal(2),0.4,0.218040357232
71,Camin-Sokal(2),0.4,0.136088008547
72,Camin-Sokal(2),0.4,0.273605943375
73,Camin-Sokal(2),0.4,0.202713874097
74,Camin-Sokal(2),0.4,0.237920427439
75,Camin-Sokal(2),0.4,0.0266612172305
76,Camin-Sokal(2),0.4,0.25400672156
77,Camin-Sokal(2),0.4,0.261018812415
78,Camin-Sokal(2),0.4,0.290816442429
79,Camin-Sokal(2),0.4,0.201746863844
80,Camin-Sokal(2),0.4,0.0959025748666
81,Camin-Sokal(2),0.4,0.190158655756
82,Camin-Sokal(2),0.4,0.197247728518
83,Camin-Sokal(2),0.4,0.22976639894
84,Camin-Sokal(2),0.4,0.193529648635
85,Camin-Sokal(2),0.4,0.228682544135
86,Camin-Sokal(2),0.4,0.257089199092
87,Camin-Sokal(2),0.4,0.134673731523
88,Camin-Sokal(2),0.4,0.125747281317
89,Camin-Sokal(2),0.4,0.294135832235
90,Camin-Sokal(2),0.4,0.29892115935
91,Camin-Sokal(2),0.4,0.204633018558
92,Camin-Sokal(2),0.4,0.152481988011
93,Camin-Sokal(2),0.4,0.152970414964
94,Camin-Sokal(2),0.4,0.174908143491
95,Camin-Sokal(2),0.4,0.177747154003
96,Camin-Sokal(2),0.4,0.0484473756112
97,Camin-Sokal(2),0.4,0.151137743401
98,Camin-Sokal(2),0.4,0.149454770357
99,Camin-Sokal(2),0.4,0.225879519952
